"Code",1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,341,342,343,344,345,346,347,348,349,350,351,352,353,354,355,356,357,358,359,360,361,362,363,364,365,366,367,368,369,370,371,372,373,374,375,376,377,378,379,380,381,382,383,384,385,386,387,388,389,390,391,392,393,394,395,396,397,398,399,400,401,402,403,404,405,406,407,408,409,410,411,412,413,414,415,416,417,418,419,420,421,422,423,424,425,426,427,428,429,430,431,432,433,434,435,436,437,438,439,440,441,442,443,444,445,446,447,448,449,450,451,452,453,454,455,456,457,458,459,460,461,462,463,464,465,466,467,468,469,470,471,472,473,474,475,476,477,478,479,480,481,482,483,484,485,486,487,488,489,490,491,492,493,494
"163",0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,10,0,0,0,0,0,0,0,70,0,10,20,0,30,0,0,0,10,10,0,0,20,0,0,0,40,10,0,30,0,0,0,0,0,0,0,20,0,0,0,0,20,60,0,20,10,10,0,0,0,20,0,10,0,0,0,50,0,0,10,50,10,20,120,110,100,20,0,0,160,30,0,90,10,60,90,50,10,0,30,100,0,70,0,20,0,0,100,40,10,10,10,0,60,0,0,20,0,0,60,0,0,140,20,0,0,0,160,150,60,140,10,50,50,10,0,30,20,0,90,10,20,0,20,10,50,10,150,10,20,0,0,0,330,20,10,1770,1430,530,1190,690,2200,720,630,2970,1280,0,4460,360,180,260,970,140,650,860,910,2190,880,520,240,4980,80,1550,940,840,3420,410,290,590,60,30,90,70,60,150,30,140,20,60,10,30,0,10,0,50,50,30,10,70,0,60,10,0,30,10,190,10,120,100,160,70,60,130,350,10,280,240,10,30,0,70,70,10,80,20,60,80,0,0,30,60,160,10,30,0,120,30,30,0,30,60,0,80,0,0,0,30,20,20,0,0,20,80,220,0,210,70,710,230,1190,90,190,850,10,140,60,70,0,0,10,30,190,20,0,0,0,50,0,0,0,50,0,0,10,0,0,10,0,0,0,0,0,0,20,0,0,0,50,0,0,0,0,10,0,90,0,0,90,70,10,10,20,40,0,0,20,20,140,290,20,0,0,40,60,190,10,0,0,30,0,70,0,10,0,60,0,0,10,0,30,70,0,120,70,0,20,90,70,30,0,60,0,0,90,80,0,10,0,0,0,0,0,10,0,0,10,0,0,30,0,0,30,0,0,130,10,0,0,0,0,0,0,40,0,0,0,0,0,10,0,0,0,0,30,0,0,0,0,0,0,0,0,10,0,50,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210,0,0,60,0,0,0,0,0,0,10,0,30,0,0,10,0,0,0,0,0,0,0,0,30,0,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"164",0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,30,0,0,0,0,0,0,0,0,0,10,10,10,30,0,0,20,0,0,30,10,0,0,10,0,0,0,10,0,0,90,0,0,0,0,0,0,10,20,20,0,0,10,0,0,40,0,20,0,0,0,50,0,60,10,0,0,20,20,0,70,10,10,50,50,240,70,40,10,0,270,10,10,20,20,0,40,10,0,20,30,80,80,60,10,50,130,20,120,60,120,50,0,30,100,10,0,20,0,0,20,10,0,70,10,0,0,10,890,130,30,70,100,10,60,30,30,20,80,10,70,0,10,10,20,20,0,10,60,20,40,30,0,0,430,30,0,1310,1800,360,1410,880,1800,350,240,2060,770,2360,0,410,270,640,900,270,420,590,830,2550,720,510,220,5440,360,2470,1490,1200,2930,3080,1600,1020,200,50,260,80,80,130,40,160,40,90,40,20,20,10,0,10,0,30,30,30,70,60,10,10,110,160,130,20,60,90,170,30,10,40,240,10,890,300,10,40,10,100,40,40,90,20,70,70,0,30,10,20,120,10,20,20,10,10,10,10,110,40,10,60,10,0,0,30,0,80,0,0,0,60,70,20,110,80,950,310,1290,130,220,630,40,10,110,0,0,0,0,0,30,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,60,80,0,10,10,10,0,0,50,10,30,0,10,10,180,240,10,10,0,0,10,130,70,10,0,0,0,40,30,80,40,20,40,0,0,0,20,40,0,60,30,90,0,20,30,30,10,40,0,30,90,30,40,0,0,0,0,0,0,0,0,0,0,0,0,10,20,0,0,0,0,30,10,0,0,190,70,20,0,20,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,10,0,0,40,50,0,10,0,0,0,40,60,20,160,20,0,40,0,70,40,0,70,0,0,0,0,0,0,0,0,0,10,0,0,0,10,0,0,20,0,0,0,0,0,10,0,0,0,20,0,10,0,0,0,0,0,50,0,0,10,0,0,0,0,0,30,0,0,0,0,0,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"165",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,20,0,0,0,0,20,0,0,0,10,0,10,0,0,0,0,0,0,40,0,0,10,0,10,10,0,0,190,10,0,10,20,30,70,20,20,60,10,0,110,0,0,0,0,60,10,40,70,10,0,20,40,160,10,40,0,0,0,10,0,10,30,0,20,0,30,40,10,30,10,10,0,30,10,0,0,0,0,50,0,20,0,10,40,20,20,60,10,20,0,0,0,220,50,0,2200,3100,1270,2280,1780,1990,150,100,620,120,150,470,0,1470,610,500,220,370,210,1010,4180,170,370,0,1750,1260,3090,1540,230,320,130,150,450,60,20,30,40,30,160,0,70,60,140,10,10,90,20,10,20,20,0,0,30,50,110,10,180,110,80,200,0,40,10,140,30,10,100,190,60,820,450,10,10,0,10,0,10,40,0,0,20,10,0,0,0,10,0,10,40,30,0,50,40,0,0,60,0,0,0,0,10,0,30,0,0,0,0,0,0,50,20,1100,170,1560,90,120,850,0,20,0,0,0,0,0,0,50,0,10,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,40,0,0,0,0,10,0,0,0,0,50,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,10,0,10,0,10,0,0,0,10,0,0,0,0,30,20,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,30,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10,0,10,280,0,10,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"166",0,0,0,0,0,0,10,30,10,80,0,0,0,0,0,0,0,0,10,10,0,0,0,0,40,0,30,20,0,0,0,0,40,0,40,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,10,0,10,80,60,0,10,0,50,50,70,0,0,0,50,0,0,30,10,20,70,190,70,40,30,0,160,220,40,0,10,0,30,60,0,40,20,40,100,0,0,140,10,50,0,110,70,50,80,0,0,230,20,0,0,10,0,30,20,0,0,10,0,0,70,0,20,20,50,110,60,10,40,60,50,0,20,170,10,100,180,60,80,50,110,50,80,20,30,0,0,570,60,0,1870,2370,680,2080,2200,2540,550,110,950,160,260,190,2280,0,2130,920,1550,550,860,2110,4340,340,270,120,1910,2740,2660,700,310,230,70,100,890,110,150,50,70,50,120,10,150,100,20,20,20,30,0,50,50,80,70,60,80,30,80,40,140,110,470,890,10,50,50,360,90,110,50,190,20,600,320,30,0,0,50,30,20,0,10,130,30,0,40,50,0,260,130,70,100,70,20,70,10,70,30,60,30,0,0,0,10,20,50,0,0,0,10,220,70,230,120,1690,390,1820,130,330,870,20,0,10,10,40,0,20,0,140,10,0,0,0,30,20,10,0,0,10,0,0,10,50,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,60,70,0,20,0,0,20,70,50,0,30,20,0,0,10,0,0,0,40,0,0,70,0,10,0,40,170,0,20,0,0,0,0,0,0,70,30,20,10,0,20,0,0,10,10,0,50,10,10,140,0,20,0,0,0,30,0,0,0,0,0,20,0,0,30,0,40,10,0,0,0,0,50,0,0,20,0,10,0,10,0,0,0,70,10,0,30,0,0,0,0,20,0,0,0,10,0,60,0,0,0,0,10,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,60,0,10,0,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,120,0,0,0,0,0,10,0,0,0,0,10,0,0,10,0,0,30,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,50
"167",0,10,0,0,0,0,80,0,0,10,0,0,0,0,0,0,0,0,100,0,0,0,10,0,0,0,0,40,100,0,0,0,0,40,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,50,0,0,0,10,0,20,0,10,0,0,0,50,10,0,10,60,0,0,20,20,40,30,80,10,50,130,0,0,180,50,0,20,0,20,10,0,20,10,0,80,40,0,60,30,0,160,90,0,130,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,220,40,10,20,0,20,0,10,0,0,60,0,80,130,10,80,30,70,230,20,0,10,10,0,180,30,0,800,1180,230,960,400,1490,220,170,1380,100,460,570,860,1280,0,1760,530,480,310,1090,1900,390,260,40,2920,540,1110,500,880,520,190,50,350,20,10,90,40,60,10,0,40,0,30,10,20,0,10,0,30,10,10,10,20,0,20,70,60,100,120,80,0,50,0,80,110,0,10,140,0,180,100,10,20,0,0,0,0,30,0,10,60,0,0,0,10,20,0,10,30,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,10,80,0,130,110,790,70,910,100,110,320,0,10,30,0,0,0,0,0,70,0,0,10,50,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,40,0,0,0,0,20,0,0,0,0,0,0,0,0,10,50,0,0,60,0,0,0,10,10,0,0,10,0,0,40,30,0,30,0,10,0,10,10,0,10,30,10,0,10,30,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,60,0,10,0,10,0,0,10,0,0,0,0,0,0,0,10,0,0,0,30,0,0,0,0,0,0,20,50,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,20,0,0,0,50,0,0,0,0,0,30,0,0,0,0,0,0,0,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
"168",0,0,0,0,0,0,0,50,20,0,0,0,10,0,0,0,0,0,20,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,20,10,0,0,0,0,20,20,10,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,40,10,120,80,110,20,40,10,0,50,0,80,10,30,230,40,0,30,40,250,60,10,30,0,30,20,0,180,0,0,0,0,0,120,0,0,10,0,0,40,0,0,0,0,0,0,30,0,0,0,30,40,0,0,0,0,0,0,0,0,0,10,0,0,0,50,40,0,40,0,0,0,0,180,60,0,830,1290,410,580,210,1220,260,200,2580,670,350,590,140,130,1060,0,190,730,330,470,1560,430,440,50,4290,80,960,710,760,190,140,60,60,40,30,0,10,40,40,20,0,30,0,0,10,20,0,0,0,30,20,10,50,0,0,0,20,50,10,50,0,10,0,40,0,10,0,50,10,20,50,0,40,0,10,0,0,0,0,90,0,30,0,0,0,160,0,0,10,0,0,10,40,0,0,0,0,0,0,0,0,0,50,10,0,0,10,40,0,60,20,510,40,360,80,110,640,0,0,10,80,0,0,0,0,40,0,0,10,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,20,0,0,0,0,20,10,0,0,0,0,0,0,20,0,40,20,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,10,0,0,40,90,90,0,110,20,30,0,10,0,0,0,30,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,30,0,30,0,0,0,0,20,0,0,30,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,40,10,0,0,0,0,0,10,0,0,0,40,10,0,30,0,30,10,10,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,40,0,0,0,0,0,10,0,0,10,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"169",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,10,0,50,10,10,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,60,20,20,20,0,0,40,0,50,0,0,0,20,10,0,20,20,40,90,160,20,60,180,10,60,310,40,0,20,0,0,20,10,110,0,40,170,0,50,10,70,30,70,70,50,0,0,10,0,30,70,0,0,0,0,0,0,0,0,0,0,0,10,20,0,10,80,20,30,30,0,30,30,0,40,100,10,60,0,10,40,120,0,10,80,410,0,0,0,900,190,10,910,1810,480,1340,2160,1120,90,30,450,40,50,100,410,3400,630,790,0,1070,380,1070,3210,230,180,0,1590,810,2010,610,250,50,110,170,440,110,30,40,60,40,80,50,10,30,10,0,20,20,40,0,20,0,20,10,50,10,10,30,30,30,190,310,0,20,0,180,0,30,40,100,60,440,230,20,30,10,20,50,30,10,0,0,10,40,40,0,0,20,20,50,10,10,0,40,0,10,0,40,0,0,0,0,0,0,40,20,0,20,0,50,0,220,30,1210,230,1110,150,110,320,0,10,70,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,10,0,30,0,0,0,110,10,0,10,20,20,20,50,0,30,0,0,0,0,20,0,40,90,0,0,10,0,10,130,50,10,100,0,0,0,0,30,10,10,0,0,0,0,40,10,0,0,20,20,0,30,80,0,0,0,0,0,10,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,10,10,10,0,0,0,0,0,0,0,0,0,0,20,0,0,0,10,0,0,0,0,0,0,0,30,10,0,20,0,0,0,10,0,0,20,0,0,0,0,0,0,0,0,10,0,0,0,0,0,10,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,20,0,0,0,0,0,0,0,0,0,0
"170",0,0,0,0,0,10,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,10,0,0,0,0,0,50,10,20,0,0,0,0,0,0,0,10,0,10,0,0,0,0,50,50,40,160,100,30,30,0,20,10,50,30,0,0,0,20,0,30,0,60,40,60,0,60,60,0,0,20,20,40,0,0,0,0,40,0,0,0,0,0,0,0,0,0,10,0,0,0,50,0,20,70,30,90,10,60,10,0,0,10,60,0,20,20,140,20,50,10,40,70,0,10,0,0,460,50,0,800,1110,180,810,1180,1090,330,60,740,250,310,180,210,900,220,740,1080,0,2580,3000,2760,640,150,50,2230,220,1310,420,550,170,40,60,60,10,30,0,10,0,30,0,40,10,10,10,0,0,10,30,10,20,0,20,30,20,0,0,40,10,60,20,50,40,0,30,10,20,20,60,40,100,80,30,60,20,20,0,20,30,0,0,0,20,30,10,0,50,10,0,20,50,0,40,10,0,30,0,0,0,30,0,0,0,50,30,0,0,0,30,0,90,30,830,130,550,100,100,300,0,30,20,0,0,0,0,0,100,0,0,10,0,10,10,0,0,10,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,20,0,0,0,10,0,100,20,10,90,20,0,0,0,40,40,0,10,0,0,50,0,10,0,0,10,10,10,20,0,0,0,0,10,0,0,0,0,0,40,10,0,0,0,0,0,10,40,0,0,0,0,0,0,0,0,0,0,20,0,0,10,10,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,60,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,30,0,0,0,30,0,0,0,70,0,0,0,0,10,180,10,0,0,0,20,0,0,20,0,0,0,0,0,0,40,10,0,0,10,30,0,40,10,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"171",0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,30,10,10,0,10,0,50,0,0,0,10,0,0,0,0,0,0,0,10,0,0,0,0,0,0,20,0,0,0,0,0,0,40,30,60,10,0,0,0,20,0,90,10,40,0,0,0,0,10,0,10,30,160,40,0,0,0,0,50,10,0,30,10,0,80,0,0,0,20,20,0,0,30,0,10,0,0,0,0,50,0,0,0,30,0,0,0,20,40,0,0,0,10,20,0,0,0,0,60,0,20,10,0,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,50,0,0,0,130,0,0,420,530,150,310,200,420,80,240,490,210,230,190,50,60,120,320,120,1030,0,2110,850,530,130,30,1420,60,500,350,430,60,40,20,30,0,0,50,50,30,0,60,10,30,10,10,0,10,0,0,0,0,0,10,20,0,10,0,0,0,50,50,0,10,10,50,0,20,0,60,10,110,30,0,0,0,0,0,0,0,0,0,0,0,0,0,50,20,10,40,0,0,40,0,0,30,0,0,0,10,0,0,0,0,40,0,0,0,10,30,0,70,30,180,20,100,60,110,90,0,0,10,0,0,0,0,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,20,0,0,0,0,0,0,0,0,10,0,20,60,0,0,0,0,0,0,90,0,0,0,0,0,50,0,0,0,0,0,0,0,10,10,0,0,30,10,0,0,50,0,0,10,0,0,0,10,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,80,0,20,0,0,0,0,0,0,20,0,20,0,0,0,20,0,40,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"172",0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,40,0,10,0,0,10,50,30,0,10,10,10,0,10,0,30,0,0,0,0,0,0,0,0,60,0,0,0,0,10,30,30,10,70,60,10,0,0,0,0,60,0,180,0,0,0,40,120,10,0,30,40,40,10,110,0,0,70,40,20,30,10,0,50,20,0,0,0,20,0,0,10,40,30,90,120,50,0,0,40,0,100,0,0,0,0,0,0,30,0,40,0,0,0,50,150,30,110,70,40,110,60,40,20,0,0,0,40,20,20,70,30,70,0,60,40,60,80,30,0,0,500,30,0,880,1820,370,980,1550,2250,240,250,440,300,460,140,150,230,240,230,270,1590,3350,0,7990,270,370,50,1930,160,3440,1020,370,200,60,160,240,40,40,170,150,70,110,40,60,20,10,0,0,50,20,0,30,10,0,10,60,30,20,60,70,50,150,90,0,0,20,140,10,60,280,230,30,190,190,20,20,70,0,10,60,40,0,20,0,0,0,0,20,220,70,30,10,10,60,10,10,40,0,10,10,0,0,0,30,0,110,10,0,10,20,20,0,260,60,830,360,930,160,130,580,0,10,30,0,0,0,0,50,130,0,0,0,0,10,50,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,50,0,0,0,0,0,0,0,10,30,0,0,0,40,40,0,10,0,0,0,50,0,0,0,100,0,0,0,0,0,10,10,0,0,0,0,0,10,0,60,0,30,0,0,0,0,30,0,40,50,10,0,10,90,20,0,80,0,10,40,10,0,0,0,20,10,0,0,10,0,0,0,0,0,30,30,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"173",0,10,0,0,0,0,0,30,30,0,10,0,20,0,0,0,20,10,110,0,0,0,20,0,130,0,150,390,200,10,110,150,160,150,330,20,10,230,20,90,0,30,40,0,0,30,0,0,10,30,60,0,230,20,0,0,0,80,250,10,140,300,260,90,40,30,50,90,210,10,0,40,90,80,90,0,40,0,60,50,60,50,0,50,20,370,50,30,50,60,40,40,0,0,20,40,60,0,100,30,100,160,20,50,90,80,50,90,10,300,20,90,30,90,0,60,20,20,10,40,0,0,70,120,40,130,160,310,180,70,140,50,90,10,20,210,0,50,0,30,90,40,40,50,130,90,10,30,0,530,10,10,2940,8430,1390,2090,3210,9990,530,640,960,650,750,810,310,630,510,710,410,610,800,5140,0,430,720,60,1350,240,23800,3280,290,340,280,570,1210,450,210,1020,560,230,360,140,200,180,320,100,340,140,130,60,120,80,170,50,310,200,170,40,110,110,490,330,70,80,110,480,50,130,460,490,240,1360,310,80,130,20,70,200,40,350,60,30,10,0,10,20,10,330,60,70,170,110,140,50,70,20,70,110,0,0,0,0,0,10,230,0,0,30,140,140,0,190,120,2430,270,1930,140,170,1790,20,0,230,0,0,30,0,70,110,20,0,40,40,0,70,10,0,20,70,0,20,30,0,0,20,0,0,10,60,50,0,0,0,0,0,0,0,0,0,50,0,0,0,20,0,30,10,60,0,50,10,50,130,40,30,80,10,0,0,0,0,20,10,0,30,0,0,120,20,0,0,30,40,0,0,0,10,30,0,60,90,10,0,30,0,0,0,0,10,0,160,100,40,30,0,100,0,0,0,40,0,0,10,0,0,70,20,20,0,0,0,0,0,10,0,0,10,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,20,0,210,0,30,10,0,0,0,10,0,0,0,0,0,40,0,0,20,30,0,0,30,10,40,0,0,0,0,0,70,0,0,0,30,0,0,200,10,0,0,10,0,0,50,0,30,0,40,0,30,20,0,0,10,0,0,10,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
"174",0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,30,20,0,0,0,10,0,10,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,10,0,0,0,0,0,0,10,0,0,0,30,0,0,0,0,0,10,0,0,0,0,0,0,0,10,0,50,20,0,0,0,0,0,0,10,0,50,0,0,0,20,0,0,0,0,0,0,0,0,10,10,0,0,0,0,10,0,40,0,40,0,0,0,0,0,0,0,0,0,50,0,10,0,10,20,0,40,0,0,0,20,10,0,80,180,10,0,60,80,190,600,440,280,270,160,0,20,100,280,80,650,470,140,210,0,10,30,1390,20,60,50,3430,0,20,40,50,30,0,10,0,40,0,0,30,10,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,20,10,0,0,10,0,10,0,0,0,10,10,50,10,0,0,0,0,0,0,20,0,0,0,20,0,60,0,0,0,50,0,0,0,0,0,0,20,0,0,0,0,0,0,0,10,0,0,0,0,0,0,20,30,10,0,20,10,40,40,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,10,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,50,0,10,0,0,0,20,0,0,0,30,30,20,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,10,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
